Sample,X(ms) [22.11.2023 22:13:35 738 UTC],"Data.Tank1.WaterTemp.AIScaled","Data.Tank1.Heater.State.HeatingOut"
204,1700691217784.677053,22.6056137084961,0
205,1700691217794.676480,22.6056137084961,0
206,1700691217804.676690,22.6056137084961,0
207,1700691217814.676786,22.6056137084961,0
208,1700691217824.676537,22.6056137084961,0
209,1700691217834.676753,22.6056137084961,0
210,1700691217844.676778,22.6056137084961,0
211,1700691217854.694950,22.6056137084961,0
212,1700691217864.680309,22.6056137084961,0
213,1700691217874.678739,22.6056137084961,0
214,1700691217884.677929,22.6056137084961,0
215,1700691217894.677639,22.6056137084961,0
216,1700691217904.685640,22.6056137084961,0
217,1700691217914.688363,22.6056137084961,0
218,1700691217924.699566,22.6056137084961,0
219,1700691217934.677968,22.6056137084961,0
220,1700691217944.677993,22.6056137084961,0
221,1700691217954.687538,22.6056137084961,0
222,1700691217964.686229,22.6056137084961,0
223,1700691217974.683081,22.6056137084961,0
224,1700691217984.686105,22.9564514160156,0
225,1700691217994.680362,22.9564514160156,0
226,1700691218004.679084,22.9564514160156,0
227,1700691218014.679622,22.9564514160156,0
228,1700691218024.679796,22.9564514160156,0
229,1700691218034.678640,22.9564514160156,0
230,1700691218044.679954,22.9564514160156,0
231,1700691218054.679272,22.9564514160156,0
232,1700691218064.679729,22.9564514160156,0
233,1700691218074.687648,22.9564514160156,0
234,1700691218084.682242,22.9564514160156,0
235,1700691218094.681411,22.9564514160156,0
236,1700691218104.680396,22.9564514160156,0
237,1700691218114.686530,22.9564514160156,0
238,1700691218124.681556,22.9564514160156,0
239,1700691218134.685044,22.9564514160156,0
240,1700691218144.695319,22.9564514160156,0
241,1700691218154.681260,22.9564514160156,0
242,1700691218164.680395,22.9564514160156,0
243,1700691218174.681090,22.9564514160156,0
244,1700691218184.680513,22.9564514160156,0
245,1700691218194.680372,22.9564514160156,0
246,1700691218204.689221,22.9564514160156,0
247,1700691218214.688298,22.9564514160156,0
248,1700691218224.685232,22.9564514160156,0
249,1700691218234.685671,22.7756080627441,0
250,1700691218244.682292,22.7756080627441,0
251,1700691218254.681933,22.7756080627441,0
252,1700691218264.681792,22.7756080627441,0
253,1700691218274.688209,22.7756080627441,0
254,1700691218284.682761,22.7756080627441,0
255,1700691218294.682157,22.7756080627441,0
256,1700691218304.682724,22.7756080627441,0
257,1700691218314.681498,22.7756080627441,0
258,1700691218324.692265,22.7756080627441,0
259,1700691218334.685061,22.7756080627441,0
260,1700691218344.683247,22.7756080627441,0
261,1700691218354.683071,22.7756080627441,0
262,1700691218364.682884,22.7756080627441,0
263,1700691218374.684010,22.7756080627441,0
264,1700691218384.685858,22.7756080627441,0
265,1700691218394.683638,22.7756080627441,0
266,1700691218404.683851,22.7756080627441,0
267,1700691218414.684026,22.7756080627441,0
268,1700691218424.683579,22.7756080627441,0
269,1700691218434.683345,22.7756080627441,0
270,1700691218444.683404,22.7756080627441,0
271,1700691218454.691657,22.7756080627441,0
272,1700691218464.686302,22.7756080627441,0
273,1700691218474.770005,22.7756080627441,0
274,1700691218484.690568,22.55859375,0
275,1700691218494.685828,22.55859375,0
276,1700691218504.684028,22.55859375,0
277,1700691218514.687153,22.55859375,0
278,1700691218524.709368,22.55859375,0
279,1700691218534.693447,22.55859375,0
280,1700691218544.687386,22.55859375,0
281,1700691218554.686904,22.55859375,0
282,1700691218564.687747,22.55859375,0
283,1700691218574.688266,22.55859375,0
284,1700691218584.686005,22.55859375,0
285,1700691218594.708531,22.55859375,0
286,1700691218604.711946,22.55859375,0
287,1700691218614.696431,22.55859375,0
288,1700691218624.689164,22.55859375,0
289,1700691218634.691788,22.55859375,0
290,1700691218644.687487,22.55859375,0
291,1700691218654.688641,22.55859375,0
292,1700691218664.687307,22.55859375,0
293,1700691218674.687149,22.55859375,0
294,1700691218684.704683,22.55859375,0
295,1700691218694.690538,22.55859375,0
296,1700691218704.697021,22.55859375,0
297,1700691218714.694610,22.55859375,0
298,1700691218724.688093,22.55859375,0
299,1700691218734.702956,22.399450302124,0
300,1700691218744.700246,22.399450302124,0
301,1700691218754.691180,22.399450302124,0
302,1700691218764.688897,22.399450302124,0
303,1700691218774.689492,22.399450302124,0
304,1700691218784.688232,22.399450302124,0
305,1700691218794.687928,22.399450302124,0
306,1700691218804.688146,22.399450302124,0
307,1700691218814.689019,22.399450302124,0
308,1700691218824.698186,22.399450302124,0
309,1700691218834.689041,22.399450302124,0
310,1700691218844.696462,22.399450302124,0
311,1700691218854.694116,22.399450302124,0
312,1700691218864.690777,22.399450302124,0
313,1700691218874.689770,22.399450302124,0
314,1700691218884.689498,22.399450302124,0
315,1700691218894.689318,22.399450302124,0
316,1700691218904.690609,22.399450302124,0
317,1700691218914.690461,22.399450302124,0
318,1700691218924.688610,22.399450302124,0
319,1700691218934.688881,22.399450302124,0
320,1700691218944.689395,22.399450302124,0
321,1700691218954.698591,22.399450302124,0
322,1700691218964.692127,22.399450302124,0
323,1700691218974.700011,22.399450302124,0
324,1700691218984.700567,23.3904800415039,0
325,1700691218994.692268,23.3904800415039,0
326,1700691219004.693279,23.3904800415039,0
327,1700691219014.698277,23.3904800415039,0
328,1700691219024.692381,23.3904800415039,0
329,1700691219034.691094,23.3904800415039,0
330,1700691219044.707749,23.3904800415039,0
331,1700691219054.715751,23.3904800415039,0
332,1700691219064.690210,23.3904800415039,0
333,1700691219074.690405,23.3904800415039,0
334,1700691219084.690239,23.3904800415039,0
335,1700691219094.698768,23.3904800415039,0
336,1700691219104.692307,23.3904800415039,0
337,1700691219114.691089,23.3904800415039,0
338,1700691219124.691028,23.3904800415039,0
339,1700691219134.691026,23.3904800415039,0
340,1700691219144.690287,23.3904800415039,0
341,1700691219154.718513,23.3904800415039,0
342,1700691219164.698071,23.3904800415039,0
343,1700691219174.729366,23.3904800415039,0
344,1700691219184.720475,23.3904800415039,0
345,1700691219194.729374,23.3904800415039,0
346,1700691219204.721934,23.3904800415039,0
347,1700691219214.710693,23.3904800415039,0
348,1700691219224.723211,23.3904800415039,0
349,1700691219234.772071,22.9275169372559,0
350,1700691219244.705946,22.9275169372559,0
351,1700691219254.702433,22.9275169372559,0
352,1700691219264.697181,22.9275169372559,0
353,1700691219274.697158,22.9275169372559,0
354,1700691219284.693963,22.9275169372559,0
355,1700691219294.701560,22.9275169372559,0
356,1700691219304.696253,22.9275169372559,0
357,1700691219314.705753,22.9275169372559,0
358,1700691219324.697203,22.9275169372559,0
359,1700691219334.694575,22.9275169372559,0
360,1700691219344.694863,22.9275169372559,0
361,1700691219354.693947,22.9275169372559,0
362,1700691219364.694278,22.9275169372559,0
363,1700691219374.706030,22.9275169372559,0
364,1700691219384.696807,22.9275169372559,0
365,1700691219394.694786,22.9275169372559,0
366,1700691219404.694337,22.9275169372559,0
367,1700691219414.693803,22.9275169372559,0
368,1700691219424.703000,22.9275169372559,0
369,1700691219434.697118,22.9275169372559,0
370,1700691219444.695814,22.9275169372559,0
371,1700691219454.704719,22.9275169372559,0
372,1700691219464.697772,22.9275169372559,0
373,1700691219474.720292,22.9275169372559,0
374,1700691219484.706769,23.3181419372559,0
375,1700691219494.701760,23.3181419372559,0
376,1700691219504.695598,23.3181419372559,0
377,1700691219514.695961,23.3181419372559,0
378,1700691219524.697005,23.3181419372559,0
379,1700691219534.703570,23.3181419372559,0
380,1700691219544.698545,23.3181419372559,0
381,1700691219554.696803,23.3181419372559,0
382,1700691219564.698070,23.3181419372559,0
383,1700691219574.699848,23.3181419372559,0
384,1700691219584.698181,23.3181419372559,0
385,1700691219594.696517,23.3181419372559,0
386,1700691219604.695686,23.3181419372559,0
387,1700691219614.703251,23.3181419372559,0
388,1700691219624.697659,23.3181419372559,0
389,1700691219634.697136,23.3181419372559,0
390,1700691219644.696774,23.3181419372559,0
391,1700691219654.702952,23.3181419372559,0
392,1700691219664.697889,23.3181419372559,0
393,1700691219674.697069,23.3181419372559,0
394,1700691219684.696642,23.3181419372559,0
395,1700691219694.715437,23.3181419372559,0
396,1700691219704.724690,23.3181419372559,0
397,1700691219714.697597,23.3181419372559,0
398,1700691219724.697188,23.3181419372559,0
399,1700691219734.703527,22.6888008117676,0
400,1700691219744.701358,22.6888008117676,0
401,1700691219754.698553,22.6888008117676,0
402,1700691219764.705123,22.6888008117676,0
403,1700691219774.700958,22.6888008117676,0
404,1700691219784.705034,22.6888008117676,0
405,1700691219794.700766,22.6888008117676,0
406,1700691219804.698433,22.6888008117676,0
407,1700691219814.698527,22.6888008117676,0
408,1700691219824.698261,22.6888008117676,0
409,1700691219834.698088,22.6888008117676,0
410,1700691219844.698244,22.6888008117676,0
411,1700691219854.698021,22.6888008117676,0
412,1700691219864.698316,22.6888008117676,0
413,1700691219874.700311,22.6888008117676,0
414,1700691219884.699393,22.6888008117676,0
415,1700691219894.698790,22.6888008117676,0
416,1700691219904.710798,22.6888008117676,0
417,1700691219914.706793,22.6888008117676,0
418,1700691219924.711742,22.6888008117676,0
419,1700691219934.717884,22.6888008117676,0
420,1700691219944.700147,22.6888008117676,0
421,1700691219954.699973,22.6888008117676,0
422,1700691219964.699003,22.6888008117676,0
423,1700691219974.700549,22.6888008117676,0
424,1700691219984.705207,22.6417827606201,0
425,1700691219994.703015,22.6417827606201,0
426,1700691220004.700620,22.6417827606201,0
427,1700691220014.707626,22.6417827606201,0
428,1700691220024.702233,22.6417827606201,0
429,1700691220034.701166,22.6417827606201,0
430,1700691220044.700598,22.6417827606201,0
431,1700691220054.700153,22.6417827606201,0
432,1700691220064.701539,22.6417827606201,0
433,1700691220074.707096,22.6417827606201,0
434,1700691220084.703460,22.6417827606201,0
435,1700691220094.702463,22.6417827606201,0
436,1700691220104.701904,22.6417827606201,0
437,1700691220114.701449,22.6417827606201,0
438,1700691220124.708188,22.6417827606201,0
439,1700691220134.703494,22.6417827606201,0
440,1700691220144.701503,22.6417827606201,0
441,1700691220154.702672,22.6417827606201,0
442,1700691220164.701145,22.6417827606201,0
443,1700691220174.702855,22.6417827606201,0
444,1700691220184.702036,22.6417827606201,0
445,1700691220194.702096,22.6417827606201,0
446,1700691220204.702265,22.6417827606201,0
447,1700691220214.702260,22.6417827606201,0
448,1700691220224.701781,22.6417827606201,0
449,1700691220234.712514,23.0975112915039,0
450,1700691220244.709072,23.0975112915039,0
451,1700691220254.704603,23.0975112915039,0
452,1700691220264.703421,23.0975112915039,0
453,1700691220274.704397,23.0975112915039,0
454,1700691220284.705222,23.0975112915039,0
455,1700691220294.704128,23.0975112915039,0
456,1700691220304.703210,23.0975112915039,0
457,1700691220314.703273,23.0975112915039,0
458,1700691220324.702885,23.0975112915039,0
459,1700691220334.702876,23.0975112915039,0
460,1700691220344.711477,23.0975112915039,0
461,1700691220354.705834,23.0975112915039,0
462,1700691220364.704542,23.0975112915039,0
463,1700691220374.718274,23.0975112915039,0
464,1700691220384.741741,23.0975112915039,0
465,1700691220394.706151,23.0975112915039,0
466,1700691220404.705048,23.0975112915039,0
467,1700691220414.704905,23.0975112915039,0
468,1700691220424.706232,23.0975112915039,0
469,1700691220434.704586,23.0975112915039,0
470,1700691220444.715137,23.0975112915039,0
471,1700691220454.707547,23.0975112915039,0
472,1700691220464.706160,23.0975112915039,0
473,1700691220474.705687,23.0975112915039,0
474,1700691220484.710041,23.2855892181396,0
475,1700691220494.710466,23.2855892181396,0
476,1700691220504.706670,23.2855892181396,0
477,1700691220514.705164,23.2855892181396,0
478,1700691220524.705046,23.2855892181396,0
479,1700691220534.705591,23.2855892181396,0
480,1700691220544.710797,23.2855892181396,0
481,1700691220554.718654,23.2855892181396,0
482,1700691220564.720089,23.2855892181396,0
483,1700691220574.712602,23.2855892181396,0
484,1700691220584.710856,23.2855892181396,0
485,1700691220594.715161,23.2855892181396,0
486,1700691220604.716417,23.2855892181396,0
487,1700691220614.708509,23.2855892181396,0
488,1700691220624.708067,23.2855892181396,0
489,1700691220634.707866,23.2855892181396,0
490,1700691220644.711561,23.2855892181396,0
491,1700691220654.707888,23.2855892181396,0
492,1700691220664.707216,23.2855892181396,0
493,1700691220674.715614,23.2855892181396,0
494,1700691220684.710712,23.2855892181396,0
495,1700691220694.714733,23.2855892181396,0
496,1700691220704.709925,23.2855892181396,0
497,1700691220714.707973,23.2855892181396,0
498,1700691220724.707149,23.2855892181396,0
499,1700691220734.713522,23.2421875,0
500,1700691220744.711606,23.2421875,0
501,1700691220754.708443,23.2421875,0
502,1700691220764.726183,23.2421875,0
503,1700691220774.740652,23.2421875,0
504,1700691220784.716664,23.2421875,0
505,1700691220794.710328,23.2421875,0
506,1700691220804.708971,23.2421875,0
507,1700691220814.713495,23.2421875,0
508,1700691220824.710733,23.2421875,0
509,1700691220834.709454,23.2421875,0
510,1700691220844.709562,23.2421875,0
511,1700691220854.708768,23.2421875,0
512,1700691220864.714628,23.2421875,0
513,1700691220874.710941,23.2421875,0
514,1700691220884.709893,23.2421875,0
515,1700691220894.714328,23.2421875,0
516,1700691220904.715103,23.2421875,0
517,1700691220914.711166,23.2421875,0
518,1700691220924.710161,23.2421875,0
519,1700691220934.710779,23.2421875,0
520,1700691220944.710668,23.2421875,0
521,1700691220954.710140,23.2421875,0
522,1700691220964.709870,23.2421875,0
523,1700691220974.728651,23.2421875,0
524,1700691220984.743724,22.9564514160156,0
525,1700691220994.716797,22.9564514160156,0
526,1700691221004.711766,22.9564514160156,0
527,1700691221014.718860,22.9564514160156,0
528,1700691221024.713025,22.9564514160156,0
529,1700691221034.712296,22.9564514160156,0
530,1700691221044.711190,22.9564514160156,0
531,1700691221054.710954,22.9564514160156,0
532,1700691221064.711453,22.9564514160156,0
533,1700691221074.711020,22.9564514160156,0
534,1700691221084.710744,22.9564514160156,0
535,1700691221094.711663,22.9564514160156,0
536,1700691221104.718935,22.9564514160156,0
537,1700691221114.713810,22.9564514160156,0
538,1700691221124.719513,22.9564514160156,0
539,1700691221134.713350,22.9564514160156,0
540,1700691221144.713070,22.9564514160156,0
541,1700691221154.712406,22.9564514160156,0
542,1700691221164.712230,22.9564514160156,0
543,1700691221174.720715,22.9564514160156,0
544,1700691221184.715021,22.9564514160156,0
545,1700691221194.714059,22.9564514160156,0
546,1700691221204.726708,22.9564514160156,0
547,1700691221214.733594,22.9564514160156,0
548,1700691221224.712832,22.9564514160156,0
549,1700691221234.721485,23.2349529266357,0
550,1700691221244.718248,23.2349529266357,0
551,1700691221254.714428,23.2349529266357,0
552,1700691221264.713105,23.2349529266357,0
553,1700691221274.713403,23.2349529266357,0
554,1700691221284.714588,23.2349529266357,0
555,1700691221294.720316,23.2349529266357,0
556,1700691221304.715817,23.2349529266357,0
557,1700691221314.721102,23.2349529266357,0
558,1700691221324.715311,23.2349529266357,0
559,1700691221334.714377,23.2349529266357,0
560,1700691221344.713957,23.2349529266357,0
561,1700691221354.714790,23.2349529266357,0
562,1700691221364.714757,23.2349529266357,0
563,1700691221374.713714,23.2349529266357,0
564,1700691221384.714282,23.2349529266357,0
565,1700691221394.714560,23.2349529266357,0
566,1700691221404.714618,23.2349529266357,0
567,1700691221414.724478,23.2349529266357,0
568,1700691221424.716648,23.2349529266357,0
569,1700691221434.714897,23.2349529266357,0
570,1700691221444.720107,23.2349529266357,0
571,1700691221454.715722,23.2349529266357,0
572,1700691221464.715489,23.2349529266357,0
573,1700691221474.716780,23.2349529266357,0
574,1700691221484.721162,22.974536895752,0
575,1700691221494.722603,22.974536895752,0
576,1700691221504.717566,22.974536895752,0
577,1700691221514.716303,22.974536895752,0
578,1700691221524.716069,22.974536895752,0
579,1700691221534.723047,22.974536895752,0
580,1700691221544.719077,22.974536895752,0
581,1700691221554.718620,22.974536895752,0
582,1700691221564.717237,22.974536895752,0
583,1700691221574.717510,22.974536895752,0
584,1700691221584.718678,22.974536895752,0
585,1700691221594.718163,22.974536895752,0
586,1700691221604.716903,22.974536895752,0
587,1700691221614.717762,22.974536895752,0
588,1700691221624.724471,22.974536895752,0
589,1700691221634.725020,22.974536895752,0
590,1700691221644.724153,22.974536895752,0
591,1700691221654.729264,22.974536895752,0
592,1700691221664.726156,22.974536895752,0
593,1700691221674.720737,22.974536895752,0
594,1700691221684.723714,22.974536895752,0
595,1700691221694.724592,22.974536895752,0
596,1700691221704.722856,22.974536895752,0
597,1700691221714.725478,22.974536895752,0
598,1700691221724.722111,22.974536895752,0
599,1700691221734.724790,23.0432586669922,0
600,1700691221744.725464,23.0432586669922,0
601,1700691221754.724259,23.0432586669922,0
602,1700691221764.728786,23.0432586669922,0
603,1700691221774.724097,23.0432586669922,0
604,1700691221784.722325,23.0432586669922,0
605,1700691221794.722826,23.0432586669922,0
606,1700691221804.736720,23.0432586669922,0
607,1700691221814.742116,23.0432586669922,0
608,1700691221824.752799,23.0432586669922,0
609,1700691221834.722166,23.0432586669922,0
610,1700691221844.719235,23.0432586669922,0
611,1700691221854.720727,23.0432586669922,0
612,1700691221864.724641,23.0432586669922,0
613,1700691221874.728188,23.0432586669922,0
614,1700691221884.720453,23.0432586669922,0
615,1700691221894.719749,23.0432586669922,0
616,1700691221904.719662,23.0432586669922,0
617,1700691221914.719339,23.0432586669922,0
618,1700691221924.719287,23.0432586669922,0
619,1700691221934.728437,23.0432586669922,0
620,1700691221944.723483,23.0432586669922,0
621,1700691221954.721410,23.0432586669922,0
622,1700691221964.720875,23.0432586669922,0
623,1700691221974.727880,23.0432586669922,0
624,1700691221984.725591,23.4230327606201,0
625,1700691221994.725214,23.4230327606201,0
626,1700691222004.726771,23.4230327606201,0
627,1700691222014.722804,23.4230327606201,0
628,1700691222024.721850,23.4230327606201,0
629,1700691222034.733672,23.4230327606201,0
630,1700691222044.742132,23.4230327606201,0
631,1700691222054.723111,23.4230327606201,0
632,1700691222064.721956,23.4230327606201,0
633,1700691222074.721744,23.4230327606201,0
634,1700691222084.721399,23.4230327606201,0
635,1700691222094.729220,23.4230327606201,0
636,1700691222104.724809,23.4230327606201,0
637,1700691222114.723340,23.4230327606201,0
638,1700691222124.728676,23.4230327606201,0
639,1700691222134.729350,23.4230327606201,0
640,1700691222144.723337,23.4230327606201,0
641,1700691222154.722872,23.4230327606201,0
642,1700691222164.722340,23.4230327606201,0
643,1700691222174.727228,23.4230327606201,0
644,1700691222184.725463,23.4230327606201,0
645,1700691222194.728168,23.4230327606201,0
646,1700691222204.724956,23.4230327606201,0
647,1700691222214.739095,23.4230327606201,0
648,1700691222224.726204,23.4230327606201,0
649,1700691222234.726914,22.583911895752,0
650,1700691222244.731548,22.583911895752,0
651,1700691222254.725662,22.583911895752,0
652,1700691222264.724047,22.583911895752,0
653,1700691222274.724699,22.583911895752,0
654,1700691222284.726454,22.583911895752,0
655,1700691222294.723033,22.583911895752,0
656,1700691222304.724443,22.583911895752,0
657,1700691222314.730266,22.583911895752,0
658,1700691222324.730045,22.583911895752,0
659,1700691222334.726360,22.583911895752,0
660,1700691222344.724854,22.583911895752,0
661,1700691222354.724864,22.583911895752,0
662,1700691222364.724472,22.583911895752,0
663,1700691222374.726095,22.583911895752,0
664,1700691222384.724740,22.583911895752,0
665,1700691222394.725190,22.583911895752,0
666,1700691222404.725415,22.583911895752,0
